0.0000000000,773.3000000000,591.7000000000,708.8000000000,894.2000000000,88.7000000000,16.0500000000,1.3000000000,316.8000000000,150.0000000000,141.8000000000,0.8350000000,0.0370000000,0.2670000000,27.6000000000,0.1000000000,0.4000000000,1.4785457561,47.5270476858,96.9219454507
0.0000000000,775.6000000000,602.6000000000,712.9000000000,894.1000000000,91.7000000000,16.1700000000,1.1200000000,180.0000000000,153.5000000000,144.9000000000,0.8450000000,0.0350000000,0.2750000000,28.9000000000,0.1000000000,0.4000000000,1.4731870045,47.3350420392,97.1084190556
0.0000000000,778.3000000000,609.5000000000,715.6000000000,894.0000000000,94.7000000000,16.1800000000,1.1900000000,210.6000000000,157.2000000000,148.0000000000,0.8520000000,0.0380000000,0.2790000000,28.4000000000,0.1000000000,0.4000000000,1.4678853358,47.1431143672,97.2956174173
0.0000000000,780.9000000000,615.4000000000,718.3000000000,893.9000000000,97.6000000000,16.2700000000,0.8900000000,298.8000000000,160.8000000000,151.0000000000,0.8570000000,0.0410000000,0.2850000000,30.4000000000,0.1000000000,0.4000000000,1.4626400395,46.9512668992,97.4835513428
0.0000000000,783.5000000000,620.8000000000,721.1000000000,893.9000000000,100.8000000000,16.4400000000,0.8600000000,144.4000000000,164.5000000000,154.3000000000,0.8610000000,0.0400000000,0.2940000000,30.7000000000,0.1000000000,0.4000000000,1.4574504282,46.7595022720,97.6722314094
0.0000000000,785.4000000000,625.6000000000,723.7000000000,893.8000000000,103.9000000000,16.3700000000,1.5400000000,24.0000000000,168.0000000000,157.5000000000,0.8640000000,0.0410000000,0.3070000000,26.2000000000,0.1000000000,0.4000000000,1.4523158159,46.5678227709,97.8616687116
0.0000000000,786.9000000000,629.6000000000,726.0000000000,893.7000000000,106.9000000000,16.2200000000,1.6200000000,31.6000000000,171.5000000000,160.5000000000,0.8670000000,0.0330000000,0.3200000000,25.5000000000,0.1000000000,0.4000000000,1.4472355321,46.3762308378,98.0518743667
0.0000000000,788.9000000000,632.9000000000,727.9000000000,893.6000000000,110.2000000000,16.1800000000,1.4700000000,81.9000000000,175.1000000000,163.9000000000,0.8690000000,0.0380000000,0.3350000000,26.4000000000,0.1000000000,0.5000000000,1.4422089148,46.1847288170,98.2428597698
0.0000000000,790.8000000000,636.6000000000,730.0000000000,893.5000000000,113.8000000000,16.0600000000,2.0500000000,182.4000000000,178.7000000000,167.6000000000,0.8720000000,0.0360000000,0.3440000000,22.5000000000,0.1000000000,0.5000000000,1.4372353229,45.9933194632,98.4346360889
0.0000000000,791.9000000000,641.1000000000,732.5000000000,893.4000000000,117.3000000000,15.9200000000,2.2100000000,119.3000000000,182.1000000000,171.1000000000,0.8750000000,0.0380000000,0.3600000000,21.4000000000,0.1000000000,0.5000000000,1.4323141170,45.8020051821,98.6272150259
