0,0,12.76,32.45,0.3931,0.7637,35.33,0.4727,16.41,45.51,1014,1.33,136.25,10.08,876.95,22.994,149.09,816.93,864.22,856.62,65.409,66.729,46.039,350.01,2.1546
0,0,12.77,32.45,0.3937,0.7634,35.36,0.4732,16.67,44.34,1013,1.33,136.25,10.08,876.95,22.994,149.09,816.93,864.22,856.62,65.409,66.729,46.039,350.01,2.1546
0,0,12.85,32.75,0.3922,0.7634,35.39,0.4754,15.52,44.34,1013,1.694,155.92,9.995,877.93,23.091,149.32,818.75,863.49,857.21,66.198,66.861,46.178,350.01,2.1509
0,0,12.93,32.75,0.3949,0.771,35.4,0.4739,15.72,44.46,1014,1.694,155.92,9.995,877.93,23.091,149.32,818.75,863.49,857.21,66.198,66.861,46.178,350.01,2.1509
0,0,12.94,32.76,0.3949,0.7663,35.42,0.4766,15.69,44.69,1016,1.694,155.92,9.995,877.93,23.091,149.32,818.75,863.49,857.21,66.198,66.861,46.178,350.01,2.1509
0,0,13.01,32.76,0.3972,0.7679,35.45,0.4779,15.92,42.89,1023,1.945,163.43,9.923,878.96,23.188,149.55,820.9,864.53,858.54,66.609,67.215,46.461,350.01,2.1472
0,0,13.16,32.77,0.4017,0.777,35.46,0.4777,15.97,45.17,1030,1.945,163.43,9.923,878.96,23.188,149.55,820.9,864.53,858.54,66.609,67.215,46.461,350.01,2.1472
0,0,14.61,32.82,0.4452,0.8564,35.61,0.4791,17.41,44.35,1024,1.106,147.28,10.339,882.56,23.841,151.18,825.76,866.1,858.06,66.785,67.326,47.458,350.01,2.1235
0,0,14.66,32.82,0.4467,0.8567,35.62,0.4805,16.44,43.57,1023,1.205,138.16,10.433,883.84,23.932,151.42,827.25,865.33,857.77,66.972,67.367,47.97,350.01,2.1204
0,0,14.72,32.82,0.4486,0.8558,35.63,0.4829,15.59,44.77,1024,1.205,138.16,10.433,883.84,23.932,151.42,827.25,865.33,857.77,66.972,67.367,47.97,350.01,2.1204
